geometry,bus,highway,name,public_transport,ref,name:ta,bench,check_date:shelter,lit,operator:wikidata,operator:wikipedia,route_ref,shelter,wheelchair,name:en,bin,tactile_paving,local_ref,operator,note,fixme,kerb,kerb:approach_aid,passenger_information_display,description,name:signed,addr:city,addr:postcode,addr:street,organic,shop,website,panoramax,disused,departures_board,loc_name,network,network:short,network:wikidata,network:wikipedia,designation,source,building,public_transport:version,alt_name,wikidata,wikipedia,addr:country,covered,sign,type,alt_name:en,access,amenity,fee
POINT (80.2159694 13.0846068),yes,bus_stop,Anna Nagar Roundtana,platform,,,,,,,,,,,Anna Nagar Roundabout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2367701 13.0289526),,bus_stop,Nandanam YMCA,,,,yes,,no,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2261973 13.0220342),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2064926 13.0195376),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2131366 13.0080474),yes,bus_stop,Guindy Railway Station,platform,,,no,,no,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2615709 13.0633636),yes,bus_stop,Taj Connemara,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2530652 13.0536924),yes,bus_stop,US Embassy,platform,,,yes,,,,,,yes,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2566529 13.056719),yes,bus_stop,Anand Theater,platform,,,,,,,,,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2610739 13.0606236),yes,bus_stop,Spencer Plaza,platform,,,yes,,,,,,yes,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,TVS Theatre,,,,,,,,,,
POINT (80.263971 13.0630453),yes,bus_stop,LIC,platform,,,,,,,,,,,,,,,,,Does this exist? Is this a long platform or many adjacent platforms?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2511416 13.0305766),yes,bus_stop,TTK Road Adyar Gate,platform,,,yes,,yes,,,12C;5C;41D;45A,yes,,,no,,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2529106 13.0329132),yes,bus_stop,TTK Road,platform,,,,,,,,5C;M45,,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2449173 13.0274071),yes,bus_stop,Kotturpuram Bridge,platform,,,yes,,,,,5C,yes,,,no,,,Metropolitan Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2301533 12.9191476),"95,570,119,102,19",bus_stop,Tcs bus stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1866674 13.1076464),,bus_stop,,,,,,,,,,,,,ESI bus stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2801183 13.1064674),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.27785 13.1112707),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2474527 12.9651441),,bus_stop,Kanthanchavadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2480544 12.9671399),,bus_stop,Kanthanchavadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2422636 13.0320877),yes,bus_stop,Nandanam Officers Enclave,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.241303 13.031926),yes,bus_stop,Nandanam Officers Enclave,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2917553 13.0930674),yes,bus_stop,General Post Office,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2921033 13.0942257),yes,bus_stop,Beach Station,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2758378 13.1045485),yes,bus_stop,Moolakothalam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2758788 13.104393),yes,bus_stop,Moolakothalam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2864412 13.095673),yes,bus_stop,Mannadi,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2861429 13.0936205),yes,bus_stop,Loyer Square,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1987219 13.0906372),yes,bus_stop,Thirumanglam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1985353 13.0949675),yes,bus_stop,Annanagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1988058 13.0950055),yes,bus_stop,Annanagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1943128 13.1020524),yes,bus_stop,Padi,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1945098 13.1020714),yes,bus_stop,Padi,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2298567 12.919423),,bus_stop,Tcs bus stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2321597 13.0408309),yes,bus_stop,Thyagaraya Nagar,platform,,தியாகராய நகர்,,,,,,,,,Thyagaraya Nagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2862815 13.074746),yes,bus_stop,Island Grounds,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2864212 13.074677),yes,bus_stop,Island Grounds,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1757089 13.0417795),,bus_stop,Sridevi Kuppam main road bus stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2798513 13.0856683),yes,bus_stop,Payaigada,platform,,பயைகட,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2738432 13.103936),yes,bus_stop,Moolakkothanam,platform,,மோலக்கொதனம்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2268379 13.0740459),yes,bus_stop,,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2760763 13.1039058),yes,bus_stop,Mint New Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2041858 12.9781744),,bus_stop,Puzhuthivakkam Railway Station (Temporary),,,,,,,,,,,,,,,,,,,,,,Temporary unmarked bus stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2041858 12.9781744),,bus_stop,Temporary unmarked bus stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2014698 13.1235952),yes,bus_stop,Senthil nagar,platform,,,yes,,,,,,yes,,,no,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.202265 13.1237598),yes,bus_stop,Senthil nagar,platform,,,yes,,,,,,yes,,,,,,MTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2028994 13.1238068),yes,bus_stop,Senthil nagar,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1983906 13.1182677),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2036717 13.1582106),yes,bus_stop,Puzhal Camp,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2064145 13.1260395),yes,bus_stop,Ambedkar nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2066103 13.1257782),yes,bus_stop,Ambedkar nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2139623 13.1299942),yes,bus_stop,Kolathur Metro Water,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2138201 13.1307073),yes,bus_stop,Kolathur Metro Water,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2162314 13.1356937),yes,bus_stop,Shastri Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2165935 13.1359314),yes,bus_stop,Shastri Nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2193508 13.1449193),yes,bus_stop,Madhavaram Rountana,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.220311 13.1440155),yes,bus_stop,Madhavaram Rountana,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2081352 13.1532668),yes,bus_stop,Kathirvedu Bypas,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.208343 13.1534862),yes,bus_stop,Kathirvedu Bypass,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2040528 13.1579812),yes,bus_stop,Puzhal Camp,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2033313 13.1580752),yes,bus_stop,Ambattur Camp,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2023309 13.1643511),yes,bus_stop,Puzhal Jail,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2023657 13.1651503),yes,bus_stop,Puzhal Jail,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1992463 13.1704729),yes,bus_stop,Kavankarai,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1998069 13.1700994),yes,bus_stop,Kavankarai,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1986859 13.0790989),yes,bus_stop,Thirumangalam EB Office,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2220062 12.9828708),yes,bus_stop,Dhandeeswaram,platform,,,,,,,,,,,,,,,Metropoliton Transport Corporation (Chennai) Ltd.,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2093455 13.0316093),yes,bus_stop,BSNL,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2111984 13.0351053),yes,bus_stop,Udhayam Theatre,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2111129 13.0351199),yes,bus_stop,Udhayam Theatre,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2203974 12.9903945),yes,bus_stop,Guru Nanak,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.2121116 13.0462851),yes,bus_stop,Jawaharlal Nehru Road,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.1993985 13.0744576),yes,bus_stop,Koyambedu,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.1862757 13.0714012),yes,bus_stop,Nerkundram,platform,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,
POINT (80.1816826 13.0697316),yes,bus_stop,Vengaya Mandi,platform,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,Onion Depot,,,,,,,,,,
POINT (80.1748903 13.0665327),yes,bus_stop,Ration Shop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,Maduravoyal Ration Shop,,,,,,,,,,
POINT (80.1672127 13.0631224),yes,bus_stop,Market,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,Maduravoyal Market,,,,,,,,,,
POINT (80.1646195 13.0612345),yes,bus_stop,Erikkarai,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,MTC,,,,,,,,Maduravoyal Erikkarai,,,,,,,,,,
POINT (80.2161601 12.8786189),yes,bus_stop,Nest Apartment,platform,,,,,,,,,yes,,,,,,TNSTC,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
POINT (80.1914184 13.1505889),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1942278 13.1269583),yes,bus_stop,Korattur Water Canal Road,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1944102 13.1269857),yes,bus_stop,Korattur Water Canal Road,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.190348 13.1354867),yes,bus_stop,Madanankuppam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1903386 13.1355847),yes,bus_stop,Madanankuppam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2251117 13.0772379),,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2198834 13.0845003),,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2198338 13.0846852),,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2181648 13.0855408),,bus_stop,Kandaswamy College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2178483 13.0855408),,bus_stop,Kandaswamy College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2015899 13.1228548),yes,bus_stop,Senthil nagar,platform,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.205062 13.1185173),yes,bus_stop,Srinivasa nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2050566 13.1186322),yes,bus_stop,Srinivasa nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2067223 13.1139224),yes,bus_stop,Ilankali amman koil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2068779 13.1139119),yes,bus_stop,Ilankali amman koil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2059605 13.1083791),yes,bus_stop,South Redhills Road Market,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1734513 13.1326681),yes,bus_stop,Kallikuppam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1717346 13.13207),yes,bus_stop,Kallikuppam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1696533 13.1319864),yes,bus_stop,Kallikuppam koil,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1652464 13.1319368),yes,bus_stop,West balaji nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1585784 13.1303565),yes,bus_stop,Pudur,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2275695 12.901036),yes,bus_stop,Sholinganallur bus stand,platform,,,,,,,,,,,,,,,MTC,,,,,,,,,,,,,,,,,,Metropolitan Transport Corporation,MTC,Q6825287,,,,,,,,,,,,,,,,
POINT (80.3149032 13.1886341),yes,bus_stop,Nethaji Nagar Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3089189 13.1842959),yes,bus_stop,ITC,platform,,,,,,,,,no,,ITC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3076209 13.1862231),yes,bus_stop,,platform,,,,,,,,,yes,,Murugan Kovil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3134402 13.1912925),yes,bus_stop,Periyakasi Temple Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3088046 13.1841093),yes,bus_stop,ITC bus Stop,platform,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3085916 13.1839156),yes,bus_stop,ITC Bus Stop,platform,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.3133575 13.1914849),yes,bus_stop,Bus Stop,platform,,,,,,,,,,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.230819 13.1366014),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2385828 13.1350989),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2413545 13.1292868),yes,bus_stop,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2293073 12.9133328),yes,bus_stop,Karappakkam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2269108 12.8857366),,bus_stop,Ponniyamman Koyil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2269472 12.8779737),,bus_stop,Kumaran Nagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2287432 12.9806227),,bus_stop,Baby nagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2421911 13.0538791),yes,bus_stop,Valluvar kottam,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2401152 13.0589363),yes,bus_stop,Pushpa nagar,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2076601 13.1032304),yes,bus_stop,,platform,,,,,,,,,,,Kalpana Hotel Bus Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.2678137 13.0332722),yes,bus_stop,மயிலாப்பூர் டேங்க்,platform,,மயிலாப்பூர் டேங்க்,yes,,yes,,,,yes,,Mylapore Tank,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.1618573 13.0840455),yes,bus_stop,,platform,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.152549 13.0955464),yes,bus_stop,Kalaivanar Nagar,platform,"20P, 73",,,,,,,,,,,,,,,,,,,,"Bus Stop (20P, 73)",,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
POINT (80.2316353 12.9908853),yes,bus_stop,,platform,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (80.235282 12.9864768),yes,bus_stop,,platform,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2376529 13.0407766, 80.2377914 13.0407679, 80.2377934 13.0407989, 80.237655 13.0408076, 80.2376529 13.0407766))",yes,bus_stop,T. Nagar,platform,,,yes,,yes,,,12G;12B;12M,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pondy Bazaar;Big Bazaar,,,,yes,yes,,,,,
