geometry,bus,highway,name,public_transport,name:ta,bench,shelter,name:en,local_ref,operator,source,longitude,latitude
POINT (80.2653248 13.0446914),yes,bus_stop,AVM Rajeshwari Thirumana Mandapam,platform,,,,,,,,80.2653248,13.044691399999996
POINT (80.2691766 13.0445686),yes,bus_stop,Yellow Pages,platform,,,,,,,,80.2691766,13.0445686
POINT (80.2715829 13.0438762),yes,bus_stop,Radha Krishnan Salai Kalyani Hospital,platform,,,,,,,,80.2715829,13.0438762
POINT (80.2691337 13.0445902),yes,bus_stop,Yellow Pages,platform,,,,,,,,80.2691337,13.044590199999998
POINT (80.2718498 13.0438295),yes,bus_stop,Kalyani Hospital,platform,,,,,,,,80.2718498,13.043829499999998
POINT (80.2716913 13.0438575),yes,bus_stop,Unknown,platform,,,,,,,,80.2716913,13.0438575
POINT (80.1832874 12.9760401),yes,bus_stop,JK Mahal,platform,,,,,,,,80.1832874,12.976040100000002
POINT (80.2284298 12.9801876),yes,bus_stop,Baby Nagar,platform,,,,,,,,80.2284298,12.9801876
POINT (80.1830757 12.9710697),yes,bus_stop,MMDA Colony,platform,,,,,,,,80.1830757,12.9710697
POINT (80.2594022 13.0098921),yes,bus_stop,Unknown,platform,,,,,,,,80.2594022,13.009892099999997
POINT (80.2342733 12.981143),yes,bus_stop,Bharathy Nagar,platform,,,,,,,,80.2342733,12.981143
POINT (80.2304834 12.9817272),yes,bus_stop,Baby Nagar,platform,,,,,,,,80.2304834,12.981727200000002
POINT (80.3170561 13.1854145),yes,bus_stop,Barathiyar Nagar,platform,,,,,,,,80.3170561,13.185414499999998
POINT (80.3169358 13.1856767),yes,bus_stop,Barathiyar Nagar,platform,,,,,,,,80.3169358,13.185676699999998
POINT (80.2893272 13.0888432),yes,bus_stop,The Esplanade,platform,,,,,,,,80.2893272,13.0888432
POINT (80.2159694 13.0846068),yes,bus_stop,Anna Nagar Roundtana,platform,,,,Anna Nagar Roundabout,,,,80.2159694,13.0846068
POINT (80.2367701 13.0289526),,bus_stop,Nandanam YMCA,,,yes,yes,,,,,80.23677010000002,13.028952599999998
POINT (80.2261973 13.0220342),yes,bus_stop,Unknown,platform,,,,,,,,80.2261973,13.022034199999998
POINT (80.2064926 13.0195376),yes,bus_stop,Unknown,platform,,,,,,,,80.2064926,13.019537599999996
POINT (80.2131366 13.0080474),yes,bus_stop,Guindy Railway Station,platform,,no,no,,,,,80.21313660000001,13.0080474
POINT (80.2615709 13.0633636),yes,bus_stop,Taj Connemara,platform,,,,,,,,80.2615709,13.0633636
POINT (80.2530652 13.0536924),yes,bus_stop,US Embassy,platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2530652,13.053692399999996
POINT (80.2566529 13.056719),yes,bus_stop,Anand Theater,platform,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2566529,13.056718999999998
POINT (80.2610739 13.0606236),yes,bus_stop,Spencer Plaza,platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.26107390000001,13.0606236
POINT (80.263971 13.0630453),yes,bus_stop,LIC,platform,,,,,,,,80.263971,13.0630453
POINT (80.2511416 13.0305766),yes,bus_stop,TTK Road Adyar Gate,platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2511416,13.030576599999998
POINT (80.2529106 13.0329132),yes,bus_stop,TTK Road,platform,,,,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.2529106,13.032913199999998
POINT (80.2449173 13.0274071),yes,bus_stop,Kotturpuram Bridge,platform,,yes,yes,,,Metropolitan Transport Corporation (Chennai) Ltd.,,80.24491730000001,13.0274071
POINT (80.2301533 12.9191476),"95,570,119,102,19",bus_stop,Tcs bus stop,,,,,,,,,80.2301533,12.9191476
POINT (80.1866674 13.1076464),,bus_stop,Unknown,,,,,ESI bus stop,,,,80.1866674,13.107646399999997
POINT (80.2801183 13.1064674),yes,bus_stop,Unknown,platform,,,,,,,,80.2801183,13.1064674
POINT (80.27785 13.1112707),yes,bus_stop,Unknown,platform,,,,,,,,80.27785,13.1112707
POINT (80.2474527 12.9651441),,bus_stop,Kanthanchavadi,,,,,,,,,80.2474527,12.965144099999998
POINT (80.2480544 12.9671399),,bus_stop,Kanthanchavadi,,,,,,,,,80.2480544,12.9671399
POINT (80.2422636 13.0320877),yes,bus_stop,Nandanam Officers Enclave,platform,,,,,,,,80.2422636,13.032087699999998
POINT (80.241303 13.031926),yes,bus_stop,Nandanam Officers Enclave,platform,,,,,,,,80.241303,13.031926
POINT (80.2917553 13.0930674),yes,bus_stop,General Post Office,platform,,,,,,,,80.2917553,13.0930674
POINT (80.2921033 13.0942257),yes,bus_stop,Beach Station,platform,,,,,,,,80.2921033,13.0942257
POINT (80.2758378 13.1045485),yes,bus_stop,Moolakothalam,platform,,,,,,,,80.2758378,13.104548499999996
POINT (80.2758788 13.104393),yes,bus_stop,Moolakothalam,platform,,,,,,,,80.2758788,13.104393000000002
POINT (80.2864412 13.095673),yes,bus_stop,Mannadi,platform,,,,,,,,80.2864412,13.095672999999998
POINT (80.2861429 13.0936205),yes,bus_stop,Loyer Square,platform,,,,,,,,80.2861429,13.0936205
POINT (80.1987219 13.0906372),yes,bus_stop,Thirumanglam,platform,,,,,,,,80.1987219,13.0906372
POINT (80.1985353 13.0949675),yes,bus_stop,Annanagar,platform,,,,,,,,80.1985353,13.0949675
POINT (80.1988058 13.0950055),yes,bus_stop,Annanagar,platform,,,,,,,,80.1988058,13.0950055
POINT (80.1943128 13.1020524),yes,bus_stop,Padi,platform,,,,,,,,80.1943128,13.102052399999998
POINT (80.1945098 13.1020714),yes,bus_stop,Padi,platform,,,,,,,,80.1945098,13.1020714
POINT (80.2298567 12.919423),,bus_stop,Tcs bus stop,,,,,,,,,80.2298567,12.919422999999998
POINT (80.2321597 13.0408309),yes,bus_stop,Thyagaraya Nagar,platform,தியாகராய நகர்,,,Thyagaraya Nagar,,,,80.2321597,13.0408309
POINT (80.2862815 13.074746),yes,bus_stop,Island Grounds,platform,,,,,,,,80.2862815,13.074745999999998
POINT (80.2864212 13.074677),yes,bus_stop,Island Grounds,platform,,,,,,,,80.2864212,13.074677000000005
POINT (80.1757089 13.0417795),,bus_stop,Sridevi Kuppam main road bus stop,,,,,,,,,80.1757089,13.0417795
POINT (80.2798513 13.0856683),yes,bus_stop,Payaigada,platform,பயைகட,,,,,,,80.2798513,13.085668299999998
POINT (80.2738432 13.103936),yes,bus_stop,Moolakkothanam,platform,மோலக்கொதனம்,,,,,,,80.2738432,13.103936
POINT (80.2268379 13.0740459),yes,bus_stop,Unknown,platform,,yes,yes,,,,,80.2268379,13.074045899999998
POINT (80.2760763 13.1039058),yes,bus_stop,Mint New Bus Stop,platform,,,,,,,,80.2760763,13.1039058
POINT (80.2041858 12.9781744),,bus_stop,Puzhuthivakkam Railway Station (Temporary),,,,,,,,,80.2041858,12.978174400000002
POINT (80.2041858 12.9781744),,bus_stop,Temporary unmarked bus stop,,,,,,,,,80.2041858,12.978174400000002
POINT (80.2014698 13.1235952),yes,bus_stop,Senthil nagar,platform,,yes,yes,,,MTC,,80.2014698,13.123595200000002
POINT (80.202265 13.1237598),yes,bus_stop,Senthil nagar,platform,,yes,yes,,,MTC,,80.202265,13.123759799999998
POINT (80.2028994 13.1238068),yes,bus_stop,Senthil nagar,platform,,yes,yes,,,,,80.2028994,13.1238068
POINT (80.1983906 13.1182677),yes,bus_stop,Unknown,platform,,,,,,,,80.1983906,13.1182677
POINT (80.2036717 13.1582106),yes,bus_stop,Puzhal Camp,platform,,,,,,,,80.2036717,13.1582106
POINT (80.2064145 13.1260395),yes,bus_stop,Ambedkar nagar,platform,,,,,,,,80.2064145,13.1260395
POINT (80.2066103 13.1257782),yes,bus_stop,Ambedkar nagar,platform,,,,,,,,80.2066103,13.1257782
POINT (80.2139623 13.1299942),yes,bus_stop,Kolathur Metro Water,platform,,,,,,,,80.2139623,13.1299942
POINT (80.2138201 13.1307073),yes,bus_stop,Kolathur Metro Water,platform,,,,,,,,80.2138201,13.130707299999996
POINT (80.2162314 13.1356937),yes,bus_stop,Shastri Nagar,platform,,,,,,,,80.2162314,13.1356937
POINT (80.2165935 13.1359314),yes,bus_stop,Shastri Nagar,platform,,,,,,,,80.2165935,13.1359314
POINT (80.2193508 13.1449193),yes,bus_stop,Madhavaram Rountana,platform,,,,,,,,80.2193508,13.144919299999996
POINT (80.220311 13.1440155),yes,bus_stop,Madhavaram Rountana,platform,,,,,,,,80.220311,13.144015499999998
POINT (80.2081352 13.1532668),yes,bus_stop,Kathirvedu Bypas,platform,,,,,,,,80.2081352,13.1532668
POINT (80.208343 13.1534862),yes,bus_stop,Kathirvedu Bypass,platform,,,,,,,,80.208343,13.1534862
POINT (80.2040528 13.1579812),yes,bus_stop,Puzhal Camp,platform,,,,,,,,80.2040528,13.157981200000002
POINT (80.2033313 13.1580752),yes,bus_stop,Ambattur Camp,platform,,,,,,,,80.2033313,13.1580752
POINT (80.2023309 13.1643511),yes,bus_stop,Puzhal Jail,platform,,,,,,,,80.2023309,13.1643511
POINT (80.2023657 13.1651503),yes,bus_stop,Puzhal Jail,platform,,,,,,,,80.2023657,13.1651503
POINT (80.1992463 13.1704729),yes,bus_stop,Kavankarai,platform,,,,,,,,80.1992463,13.170472899999998
POINT (80.1998069 13.1700994),yes,bus_stop,Kavankarai,platform,,,,,,,,80.1998069,13.170099399999998
POINT (80.1986859 13.0790989),yes,bus_stop,Thirumangalam EB Office,platform,,,,,,,,80.19868590000002,13.0790989
POINT (80.2220062 12.9828708),yes,bus_stop,Dhandeeswaram,platform,,,,,,Metropoliton Transport Corporation (Chennai) Ltd.,,80.2220062,12.9828708
POINT (80.2093455 13.0316093),yes,bus_stop,BSNL,platform,,,,,,,,80.20934550000001,13.0316093
POINT (80.2111984 13.0351053),yes,bus_stop,Udhayam Theatre,platform,,,,,,,,80.2111984,13.0351053
POINT (80.2111129 13.0351199),yes,bus_stop,Udhayam Theatre,platform,,,,,,,,80.2111129,13.035119900000002
POINT (80.2203974 12.9903945),yes,bus_stop,Guru Nanak,platform,,,,,,,,80.2203974,12.9903945
POINT (80.2121116 13.0462851),yes,bus_stop,Jawaharlal Nehru Road,platform,,,,,,,,80.2121116,13.0462851
POINT (80.1993985 13.0744576),yes,bus_stop,Koyambedu,platform,,,yes,,,,,80.1993985,13.074457599999995
POINT (80.1862757 13.0714012),yes,bus_stop,Nerkundram,platform,,,yes,,,,,80.1862757,13.0714012
POINT (80.1816826 13.0697316),yes,bus_stop,Vengaya Mandi,platform,,,no,,,,,80.18168260000002,13.0697316
POINT (80.1748903 13.0665327),yes,bus_stop,Ration Shop,platform,,,,,,,,80.1748903,13.0665327
POINT (80.1672127 13.0631224),yes,bus_stop,Market,platform,,,,,,,,80.1672127,13.063122399999996
POINT (80.1646195 13.0612345),yes,bus_stop,Erikkarai,platform,,yes,yes,,,,,80.1646195,13.0612345
POINT (80.2161601 12.8786189),yes,bus_stop,Nest Apartment,platform,,,yes,,,TNSTC,,80.2161601,12.878618899999998
POINT (80.1914184 13.1505889),yes,bus_stop,Unknown,platform,,,,,,,,80.1914184,13.150588899999995
POINT (80.1942278 13.1269583),yes,bus_stop,Korattur Water Canal Road,platform,,,,,,,,80.1942278,13.1269583
POINT (80.1944102 13.1269857),yes,bus_stop,Korattur Water Canal Road,platform,,,,,,,,80.1944102,13.126985700000002
POINT (80.190348 13.1354867),yes,bus_stop,Madanankuppam,platform,,,,,,,,80.190348,13.1354867
POINT (80.1903386 13.1355847),yes,bus_stop,Madanankuppam,platform,,,,,,,,80.1903386,13.1355847
POINT (80.2251117 13.0772379),,bus_stop,Unknown,,,,,,,,,80.2251117,13.0772379
POINT (80.2198834 13.0845003),,bus_stop,Unknown,,,,,,,,,80.2198834,13.084500299999998
POINT (80.2198338 13.0846852),,bus_stop,Unknown,,,,,,,,,80.2198338,13.0846852
POINT (80.2181648 13.0855408),,bus_stop,Kandaswamy College,,,,,,,,,80.2181648,13.0855408
POINT (80.2178483 13.0855408),,bus_stop,Kandaswamy College,,,,,,,,,80.2178483,13.0855408
POINT (80.2015899 13.1228548),yes,bus_stop,Senthil nagar,platform,,,no,,,,,80.2015899,13.122854800000002
POINT (80.205062 13.1185173),yes,bus_stop,Srinivasa nagar,platform,,,,,,,,80.205062,13.1185173
POINT (80.2050566 13.1186322),yes,bus_stop,Srinivasa nagar,platform,,,,,,,,80.2050566,13.1186322
POINT (80.2067223 13.1139224),yes,bus_stop,Ilankali amman koil,platform,,,,,,,,80.2067223,13.113922399999998
POINT (80.2068779 13.1139119),yes,bus_stop,Ilankali amman koil,platform,,,,,,,,80.2068779,13.1139119
POINT (80.2059605 13.1083791),yes,bus_stop,South Redhills Road Market,platform,,,,,,,,80.2059605,13.1083791
POINT (80.1734513 13.1326681),yes,bus_stop,Kallikuppam,platform,,,,,,,,80.1734513,13.1326681
POINT (80.1717346 13.13207),yes,bus_stop,Kallikuppam,platform,,,,,,,,80.1717346,13.132070000000004
POINT (80.1696533 13.1319864),yes,bus_stop,Kallikuppam koil,platform,,,,,,,,80.1696533,13.1319864
POINT (80.1652464 13.1319368),yes,bus_stop,West balaji nagar,platform,,,,,,,,80.1652464,13.131936800000002
POINT (80.1585784 13.1303565),yes,bus_stop,Pudur,platform,,,,,,,,80.1585784,13.1303565
POINT (80.2275695 12.901036),yes,bus_stop,Sholinganallur bus stand,platform,,,,,,MTC,,80.2275695,12.901035999999998
POINT (80.3149032 13.1886341),yes,bus_stop,Nethaji Nagar Bus Stop,platform,,,,,,,,80.31490320000002,13.188634100000002
POINT (80.3089189 13.1842959),yes,bus_stop,ITC,platform,,,no,ITC,,,,80.3089189,13.1842959
POINT (80.3076209 13.1862231),yes,bus_stop,Unknown,platform,,,yes,Murugan Kovil,,,,80.3076209,13.1862231
POINT (80.3134402 13.1912925),yes,bus_stop,Periyakasi Temple Stop,platform,,,,,,,,80.3134402,13.1912925
POINT (80.3088046 13.1841093),yes,bus_stop,ITC bus Stop,platform,,,no,,,,,80.3088046,13.1841093
POINT (80.3085916 13.1839156),yes,bus_stop,ITC Bus Stop,platform,,,no,,,,,80.3085916,13.1839156
POINT (80.3133575 13.1914849),yes,bus_stop,Bus Stop,platform,,,,,,Government,,80.3133575,13.1914849
POINT (80.230819 13.1366014),yes,bus_stop,Unknown,platform,,,,,,,,80.230819,13.136601399999998
POINT (80.2385828 13.1350989),yes,bus_stop,Unknown,platform,,,,,,,,80.2385828,13.135098899999996
POINT (80.2413545 13.1292868),yes,bus_stop,Unknown,platform,,,,,,,,80.2413545,13.129286799999996
POINT (80.2293073 12.9133328),yes,bus_stop,Karappakkam,platform,,,,,,,,80.2293073,12.913332799999996
POINT (80.2269108 12.8857366),,bus_stop,Ponniyamman Koyil,,,,,,,,,80.2269108,12.8857366
POINT (80.2269472 12.8779737),,bus_stop,Kumaran Nagar,,,,,,,,,80.2269472,12.877973700000002
POINT (80.2287432 12.9806227),,bus_stop,Baby nagar,,,,,,,,,80.2287432,12.980622699999998
POINT (80.2421911 13.0538791),yes,bus_stop,Valluvar kottam,platform,,,,,,,,80.2421911,13.0538791
POINT (80.2401152 13.0589363),yes,bus_stop,Pushpa nagar,platform,,,,,,,,80.2401152,13.058936299999996
POINT (80.2076601 13.1032304),yes,bus_stop,Unknown,platform,,,,Kalpana Hotel Bus Stop,,,,80.2076601,13.1032304
POINT (80.2678137 13.0332722),yes,bus_stop,மயிலாப்பூர் டேங்க்,platform,மயிலாப்பூர் டேங்க்,yes,yes,Mylapore Tank,,,,80.2678137,13.0332722
POINT (80.1618573 13.0840455),yes,bus_stop,Unknown,platform,,yes,yes,,,,,80.1618573,13.084045499999998
POINT (80.152549 13.0955464),yes,bus_stop,Kalaivanar Nagar,platform,,,,,,,,80.152549,13.095546400000002
POINT (80.2316353 12.9908853),yes,bus_stop,Unknown,platform,,yes,yes,,,,,80.2316353,12.9908853
POINT (80.235282 12.9864768),yes,bus_stop,Unknown,platform,,yes,yes,,,,,80.235282,12.986476799999997
"POLYGON ((80.2376529 13.0407766, 80.2377914 13.0407679, 80.2377934 13.0407989, 80.237655 13.0408076, 80.2376529 13.0407766))",yes,bus_stop,T. Nagar,platform,,yes,yes,,,,,80.23772317254836,13.040787748297204
